I.,II.,II.,III.A,III.A,III.B,III.B,III.B,IV.A.1,IV.A.2,IV.A.3,IV.B.1,IV.B.2,IV.B.3,IV.B.4,IV.C.1,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.2,IV.B.2,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.3,IV.B.3,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.B.4,IV.B.4,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.D.5,IV.B.5.,IV.B.5.,,IV.C.1,IV.C.2,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.3,IV.D.4,IV.D.5,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.C.1,IV.C.5,IV.C.6,IV.D.3,IV.D.3,IV.D.4,IV.B.7.,IV.B.7.,IV.C.1,IV.C.2,IV.D.5,IV.,V.A
HI,Honolulu,Honolulu,A-2,A-2 Apartment - Medium-density,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.230,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 40 ft

10 more feet per additional foot of height setback",n/a,,No,No,0.230,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.10",,No,No,0.230,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.10",,,No,No,0.230,"Lot area (sq. ft.) Less than 10,000 10,000 - 40,000 Over 40,000 FAR calculation FAR = (.00009 x lot area) + 0.4 FAR = (.0000",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.10",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,Special needs housing for the elderly - Conditional Use Permit-major subject to standards in Article 5; public hearing required,
HI,Honolulu,Honolulu,A-3,A-3 Apartment - High-density,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.344,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 40 ft

10 more feet per additional foot of height setback",n/a,,No,No,0.344,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.11",,No,No,0.344,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.11",,,No,No,0.344,,,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.11",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,Special needs housing for the elderly - Conditional Use Permit-major subject to standards in Article 5; public hearing required,
HI,Honolulu,Honolulu,AMX-1,AMX-1 Apartment Mixed Use - Low-density,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.172,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,30 ft,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,No,No,0.172,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,No,No,0.172,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,,No,No,0.172,"Lot area (sq. ft.) Less than 10,000 10,000 - 40,000 Over 40,000 FAR calculation FAR = (.00003 x lot area) + 0.3 FAR = (.00001 x lot area) + 0.5 FAR = 0.9",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.12",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,Special needs housing for the elderly - Conditional Use Permit-major subject to standards in Article 5; public hearing required,
HI,Honolulu,Honolulu,AMX-2,AMX-2 Apartment Mixed Use - Medium-density,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.230,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 40 ft

10 more feet per additional foot of height setback","Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,No,No,0.230,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,No,No,0.230,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,,No,No,0.230,"Lot area (sq. ft.) Less than 10,000 10,000 - 40,000 Over 40,000 FAR calculation FAR = (.00009 x lot area) + 0.4 FAR = (.0000",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.13",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,Special needs housing for the elderly - Conditional Use Permit-major subject to standards in Article 5; public hearing required,
HI,Honolulu,Honolulu,AMX-3,AMX-3 Apartment Mixed Use - High-density,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.344,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 40 ft

10 more feet per additional foot of height setback","Less than 10,000 FAR = (.00003 x lot area) + 0.3; 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5;  Over 40,000  FAR = 0.14",,No,No,0.344,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.14",,No,No,0.344,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,TBD - Discrepancy,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.14",,,No,No,0.344,"Lot area (sq. ft.) Less than 10,000 10,000 - 20,000 20,000 - 40,000 Over 40,000 FAR calculation FAR = (.00014 x lot area) + 0.6 FAR = (.00004 x lot area) + 1.6 FAR = (.0000",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,Per Zoning Map,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.14",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,Special needs housing for the elderly - Conditional Use Permit-major subject to standards in Article 5; public hearing required,
HI,Honolulu,Honolulu,Resort,RESORT Resort,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.344,25,20,20,50%,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 30 ft

10 more feet per additional foot of height setback",TBD - Discrepancy,,No,No,0.344,,,,,50%,None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",,,,TBD - Discrepancy,,No,No,0.344,,,,,,,,,,,N/a,Per zoning map,"Lot area (sq. ft.)
Less than 10,000 10,000 - 30,000 Over 30,000
FAR calculation
FAR = (.00006 x lot area) + 0.4 FAR = (.00002 x lot area) + 0.8 FAR = 1.4",,,No,No,0.344,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,"No minimum lot area, minimum width, or minimum depth, for off-site parking facilities. ",
HI,Honolulu,Honolulu,B-1,B-1 Business - Neighborhood,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,,,,,"One caretaker unit allowed for an owner or employee, per business establishment on the lot, up to 4. ",
HI,Honolulu,Honolulu,B-2,B-2 Business - Community,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,,,,,"One caretaker unit allowed for an owner or employee, per business establishment on the lot, up to 4. ",
HI,Honolulu,Honolulu,BMX-3,BMX-3 Business Mixed Use - Community,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.115,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",5,5,None,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,No,No,0.115,N/A,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district","5, except if adjoining another duplex lot, in which case the setback is 0 along the common wall ","5, except if adjoining another duplex lot, in which case the setback is 0 along the common wall ",None,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet","2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,No,No,0.115,N/A,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",10,10,None,None,"1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units","1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units",No,No,N/a,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,None,No,No,0.115,N/A,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",10,10,None,None,"1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units","1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units",No,No,N/a,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

When a BMX-3 district borders a residential, A-1, or AMX-1 district, the setback will begin at the buildable area boundary line on the side of the lot adjoining the neighboring district","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,None,None,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,No,,,,,
HI,Honolulu,Honolulu,BMX-4,BMX-4 Business Mixed Use - Central,Yes,No,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0.115,N/A,"5, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district; or 0 above 12 feet provided required yard area is compensated elsewhere on the property as open space or an arcade","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district",None,None,1 per dwelling unit,1 per dwelling unit,No,No,N/A,"Baseline: no higher than the height stated in this map—https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

where for at least 50% of contiguous street frontage, the structure cannot exceed a height that is intersected by a plane over the buildable area that makes an angle of 65 degrees with the horizontal at ground elevation at the center line of the street

and if above 350 feet, has been approved according to the major permit protocol, which includes a public hearing

and if bordering a residential, apartment, AMX, or resort district, on the side of the lot adjoining the neighboring district, no higher than the height setback of the adjoining district at the edge of the buildable area boundary line","4.0, plus 10 square ft/1 square ft of public open space below 350 ft or 7 square ft above 350 ft, and 5 square ft/1 square ft of arcade up to 7.5 FAR",None,None,No,No,0.115,N/A,"5, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district; or 0 above 12 feet provided required yard area is compensated elsewhere on the property as open space or an arcade","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district",None,None,1 per dwelling unit,1 per dwelling unit,No,No,N/A,"Baseline: no higher than the height stated in this map—https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

where for at least 50% of contiguous street frontage, the structure cannot exceed a height that is intersected by a plane over the buildable area that makes an angle of 65 degrees with the horizontal at ground elevation at the center line of the street

and if above 350 feet, has been approved according to the major permit protocol, which includes a public hearing

and if bordering a residential, apartment, AMX, or resort district, on the side of the lot adjoining the neighboring district, no higher than the height setback of the adjoining district at the edge of the buildable area boundary line","4.0, plus 10 square ft/1 square ft of public open space below 350 ft or 7 square ft above 350 ft, and 5 square ft/1 square ft of arcade up to 7.5 FAR",None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,No,,,,"One caretaker unit allowed for an owner or employee, per business establishment on the lot, up to 4. ",
HI,Honolulu,Honolulu,I-1,I-1 Industrial - Limited,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,,,,,,
HI,Honolulu,Honolulu,I-2,I-2 Industrial - Intensive,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,,,,,,
HI,Honolulu,Honolulu,I-3,I-3 Industrial - Waterfront,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,,,,,,
HI,Honolulu,Honolulu,IMX-1,IMX-1 Industrial-Commercial Mixed Use,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,1 per unit plus any required by business type,None,N/A,None,None,Prohibited,,,,,,
HI,Honolulu,Honolulu,Apart,APART Apartment Precinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,Yes,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,,,,50%,None,1 per dwelling or lodging unit,N/A,"Baseline: 40 ft

10 more feet per additional foot of height setback",,,No,No,0.17,,,,,50%,None,1 per dwelling or lodging unit,,,,,,No,No,0.17,,,,,,,,,,,,,,,,No,No,0.17,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,ApartMix,APARTMIX Apartment Mixed Use Subprecinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,,,,50%,None,1 per dwelling or lodging unit,N/A,"Baseline: 40 ft

10 more feet per additional foot of height setback",,,No,No,0.17,,,,,50%,None,1 per dwelling or lodging unit,,,,,,No,No,0.17,,,,,,,,,,,,,,,,No,No,0.17,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,Aloha,ALOHA State Jurisdiction: Aloha Tower Project (Admin. by Aloha Tower Development Corp.),Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,Kak,KAK State Jurisdiction: Kakaako Community Development (Admin. by HCDA),Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22956841,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,MU,MU Mixed Use Precinct (Kakaako Special Design District),Yes,Yes,No,Mixed with Residential,No,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22956841,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,PU,PU Public Use Precinct (Kakaako Special Design District),Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,Pub,PUB Public Precinct (Waikiki Special District),Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,ResMix,RESMIX Resort Mixed Use Precinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,,,,1 per dwelling or lodging unit,,,,,,,,,,,,,,1 per dwelling or lodging unit,,,,,,No,No,0.23,,,,,,,,,,,,,,,,No,No,0.23,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,N/A,N/A,,,N/A,,,,,,,,
